Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Group_No,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Task,Condition,Verb_Condition,FofA,Token_Differential,FofA_Std,AoA_ENG_Std,DELE_Std,Token_Lemma_Std,Token_Differential_Std,Token_Pret_Std,LOR_Std
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,24,32,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,23,-5228,-0.6460294368319079,-1.1119849422352561,1.2165386511350145,-0.6431588234360729,-0.3177299132392802,-0.6306969878428078,-0.37038619614871887
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,29,37,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,23,-264072,-0.6460294368319079,-1.1119849422352561,1.2165386511350145,1.4397108575911717,-0.6896077377893015,2.415239793204377,-0.37038619614871887
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,39,40,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,23,37118,-0.6460294368319079,-1.1119849422352561,1.2165386511350145,-0.5208317046926699,-0.25689196312880747,-0.5986106451496668,-0.37038619614871887
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,25,42,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,23,9386,-0.6460294368319079,-1.1119849422352561,1.2165386511350145,-0.6403819851008871,-0.29673416859009377,-0.6397571155397319,-0.37038619614871887
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,35,45,0,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,23,-95053,-0.6460294368319079,-1.1119849422352561,1.2165386511350145,-0.5045659457813638,-0.44678032812317037,-0.3136148047599824,-0.37038619614871887
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,30,47,1,gustar,541858,94346,59408,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,23,-34938,-0.6460294368319079,-1.1119849422352561,1.2165386511350145,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.37038619614871887
HSP01,6,Male,Heritage,Simultaneous,01,31,0,0,0.25,34,4,45,10,13,B,40,50,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,23,-4995,-0.6460294368319079,-1.1119849422352561,1.2165386511350145,-0.6474005976805417,-0.3173951651550281,-0.6382877048653702,-0.37038619614871887
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,21,2,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,25,-95053,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.5045659457813638,-0.44678032812317037,-0.3136148047599824,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,26,7,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,25,-4995,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.6474005976805417,-0.3173951651550281,-0.6382877048653702,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,37,10,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,25,1306223,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,2.0018883838409023,1.5664147641878574,1.0953643127069412,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,22,12,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,25,-34938,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,27,17,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,25,1306223,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,2.0018883838409023,1.5664147641878574,1.0953643127069412,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,36,20,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,25,-264072,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,1.4397108575911717,-0.6896077377893015,2.415239793204377,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,23,22,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,25,-11415,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.6135684260470445,-0.32661869606017224,-0.5488482874991123,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,28,27,1,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,25,37118,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.5208317046926699,-0.25689196312880747,-0.5986106451496668,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,38,30,1,gustar,541858,94346,59408,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,25,-34938,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,24,32,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,25,-5228,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.6431588234360729,-0.3177299132392802,-0.6306969878428078,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,29,37,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,25,-264072,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,1.4397108575911717,-0.6896077377893015,2.415239793204377,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,39,40,1,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,25,37118,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.5208317046926699,-0.25689196312880747,-0.5986106451496668,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,25,42,1,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,25,9386,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.6403819851008871,-0.29673416859009377,-0.6397571155397319,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,35,45,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,25,-95053,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.5045659457813638,-0.44678032812317037,-0.3136148047599824,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,30,47,1,gustar,541858,94346,59408,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,25,-34938,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP02,53,Female,Heritage,Simultaneous,02,20,0,0,0,32,3,38,12,13,B,40,50,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,25,-4995,-0.37602421766013056,-1.1119849422352561,-0.0739505515672823,-0.6474005976805417,-0.3173951651550281,-0.6382877048653702,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,21,2,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,43,-95053,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.5045659457813638,-0.44678032812317037,-0.3136148047599824,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,26,7,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,43,-4995,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.6474005976805417,-0.3173951651550281,-0.6382877048653702,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,37,10,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,43,1306223,2.0540227548858656,0.20015728960234616,0.2947606492048025,2.0018883838409023,1.5664147641878574,1.0953643127069412,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,22,12,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,43,-34938,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,27,17,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,43,1306223,2.0540227548858656,0.20015728960234616,0.2947606492048025,2.0018883838409023,1.5664147641878574,1.0953643127069412,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,36,20,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,43,-264072,2.0540227548858656,0.20015728960234616,0.2947606492048025,1.4397108575911717,-0.6896077377893015,2.415239793204377,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,23,22,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,43,-11415,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.6135684260470445,-0.32661869606017224,-0.5488482874991123,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,28,27,1,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,43,37118,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.5208317046926699,-0.25689196312880747,-0.5986106451496668,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,38,30,1,gustar,541858,94346,59408,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,43,-34938,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,24,32,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,43,-5228,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.6431588234360729,-0.3177299132392802,-0.6306969878428078,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,29,37,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,43,-264072,2.0540227548858656,0.20015728960234616,0.2947606492048025,1.4397108575911717,-0.6896077377893015,2.415239793204377,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,39,40,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,43,37118,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.5208317046926699,-0.25689196312880747,-0.5986106451496668,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,25,42,1,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,43,9386,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.6403819851008871,-0.29673416859009377,-0.6397571155397319,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,35,45,0,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,43,-95053,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.5045659457813638,-0.44678032812317037,-0.3136148047599824,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,30,47,1,gustar,541858,94346,59408,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,43,-34938,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP03,2,Female,Heritage,Sequential,03,27,0,3,0,35,4,40,21,22,B,40,50,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,43,-4995,2.0540227548858656,0.20015728960234616,0.2947606492048025,-0.6474005976805417,-0.3173951651550281,-0.6382877048653702,-0.49461092180590466
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,40,2,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,31,-4995,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.6474005976805417,-0.3173951651550281,-0.6382877048653702,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,30,4,1,gustar,541858,94346,59408,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,31,-34938,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,35,7,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,31,-95053,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.5045659457813638,-0.44678032812317037,-0.3136148047599824,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,25,9,1,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,31,9386,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.6403819851008871,-0.29673416859009377,-0.6397571155397319,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,39,12,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,31,37118,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.5208317046926699,-0.25689196312880747,-0.5986106451496668,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,29,14,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,31,-264072,0.4339914398552014,-1.1119849422352561,0.2947606492048025,1.4397108575911717,-0.6896077377893015,2.415239793204377,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,34,17,1,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,31,9386,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.6403819851008871,-0.29673416859009377,-0.6397571155397319,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,24,19,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,31,-5228,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.6431588234360729,-0.3177299132392802,-0.6306969878428078,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,38,22,1,gustar,541858,94346,59408,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,31,-34938,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,28,24,1,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,31,37118,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.5208317046926699,-0.25689196312880747,-0.5986106451496668,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,33,27,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,31,-11415,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.6135684260470445,-0.32661869606017224,-0.5488482874991123,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,23,29,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,31,-11415,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.6135684260470445,-0.32661869606017224,-0.5488482874991123,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,36,32,1,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,31,-264072,0.4339914398552014,-1.1119849422352561,0.2947606492048025,1.4397108575911717,-0.6896077377893015,2.415239793204377,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,27,34,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,31,1306223,0.4339914398552014,-1.1119849422352561,0.2947606492048025,2.0018883838409023,1.5664147641878574,1.0953643127069412,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,32,37,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,31,-34938,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,22,39,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,31,-34938,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,37,42,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,31,1306223,0.4339914398552014,-1.1119849422352561,0.2947606492048025,2.0018883838409023,1.5664147641878574,1.0953643127069412,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,26,44,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,31,-4995,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.6474005976805417,-0.3173951651550281,-0.6382877048653702,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,31,47,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,31,-5228,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.6431588234360729,-0.3177299132392802,-0.6306969878428078,-0.3306342839384194
HSP04,23,Female,Heritage,Simultaneous,04,21,0,0,0.33,37,3,40,15,16,A,21,49,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,31,-95053,0.4339914398552014,-1.1119849422352561,0.2947606492048025,-0.5045659457813638,-0.44678032812317037,-0.3136148047599824,-0.3306342839384194
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,40,2,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,33,-4995,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.6474005976805417,-0.3173951651550281,-0.6382877048653702,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,30,4,1,gustar,541858,94346,59408,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,33,-34938,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,35,7,1,vivir,599425,225093,130040,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,33,-95053,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.5045659457813638,-0.44678032812317037,-0.3136148047599824,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,25,9,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,33,9386,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.6403819851008871,-0.29673416859009377,-0.6397571155397319,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,39,12,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,33,37118,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.5208317046926699,-0.25689196312880747,-0.5986106451496668,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,29,14,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,33,-264072,0.7039966590269787,-1.1119849422352561,0.2947606492048025,1.4397108575911717,-0.6896077377893015,2.415239793204377,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,34,17,0,amar,80242,5580,14966,Regular,Canonical,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,33,9386,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.6403819851008871,-0.29673416859009377,-0.6397571155397319,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,24,19,1,doler,69627,11678,6450,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,33,-5228,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.6431588234360729,-0.3177299132392802,-0.6306969878428078,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,38,22,1,gustar,541858,94346,59408,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,33,-34938,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,28,24,0,creer,537246,33274,70392,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,33,37118,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.5208317046926699,-0.25689196312880747,-0.5986106451496668,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,33,27,1,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,33,-11415,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.6135684260470445,-0.32661869606017224,-0.5488482874991123,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,23,29,0,faltar,182742,66767,55352,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,33,-11415,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.6135684260470445,-0.32661869606017224,-0.5488482874991123,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,36,32,0,tener,8031798,2061773,1797701,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,33,-264072,0.7039966590269787,-1.1119849422352561,0.2947606492048025,1.4397108575911717,-0.6896077377893015,2.415239793204377,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,27,34,0,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,33,1306223,0.7039966590269787,-1.1119849422352561,0.2947606492048025,2.0018883838409023,1.5664147641878574,1.0953643127069412,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,32,37,1,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,G,Regular stative with entre,33,-34938,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,22,39,0,gustar,541858,94346,59408,Regular,DativeExp,NA,NA,Aspect,Preterit,APCT,E,Regular stative with durante,33,-34938,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.5196252253330961,-0.3604138856990673,-0.5078726788153682,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,37,42,1,estar,10180830,1173419,2479642,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,H,Irregular stative with entre,33,1306223,0.7039966590269787,-1.1119849422352561,0.2947606492048025,2.0018883838409023,1.5664147641878574,1.0953643127069412,-0.49461092180590466
HSP05,18,Male,Heritage,Simultaneous,05,20,0,0,0,27,3,40,12,21,A,26,44,1,excluir,53412,6569,1574,Irregular,Canonical,NA,NA,Aspect,Preterit,APCT,F,Irregular stative with durante,33,-4995,0.7039966590269787,-1.1119849422352561,0.2947606492048025,-0.6474005976805417,-0.3173951651550281,-0.6382877048653702,-0.49461092180590466
