Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Condition,Condition_Exp,Participant,FofA,FofA_Std,Token_Main_Lemma_Std,Token_Sub_Std,LOR_Std,DELE_Std
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,14,18,0,ordenar,65158,NA,NA,1,Canonical,tratar,590952,Mood,Subjunctive,C,[–F/+F],10,44,0.9313361978136014,-0.9259570690542853,0.627744689399056,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,4,20,1,querer,1263949,NA,NA,0,Canonical,tratar,590952,Mood,Subjunctive,A,[+F/+F],10,44,0.9313361978136014,1.5255761720257477,0.627744689399056,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,18,23,1,desear,148807,NA,NA,1,Canonical,robar,28182,Mood,Subjunctive,D,[–F/–F],10,44,0.9313361978136014,-0.7548944700832356,-0.9961448898460377,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,8,25,1,permitir,935997,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,B,[+F/–F],10,44,0.9313361978136014,0.8549127874335384,-0.8519867089026583,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,13,28,0,valorar,113028,NA,NA,1,Canonical,quedar,947469,Mood,Subjunctive,C,[–F/+F],10,44,0.9313361978136014,-0.828062693595593,1.6564851004439285,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,3,30,1,permitir,935997,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,A,[+F/+F],10,44,0.9313361978136014,0.8549127874335384,1.134360033709592,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,17,33,1,conseguir,129144,NA,NA,0,Canonical,atar,15876,Mood,Subjunctive,D,[–F/–F],10,44,0.9313361978136014,-0.7951053976922656,-1.03165421898972,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,7,35,1,pedir,432187,NA,NA,0,Canonical,bailar,29935,Mood,Subjunctive,B,[+F/–F],10,44,0.9313361978136014,-0.1753810354167594,-0.9910865561885636,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,12,38,0,sugerir,88224,NA,NA,0,Canonical,dejar,696519,Mood,Subjunctive,C,[–F/+F],10,44,0.9313361978136014,-0.8787869904177656,0.9323614088620102,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,2,40,1,pedir,432187,NA,NA,0,Canonical,quedar,947469,Mood,Subjunctive,A,[+F/+F],10,44,0.9313361978136014,-0.1753810354167594,1.6564851004439285,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,16,43,0,sugerir,88224,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,D,[–F/–F],10,44,0.9313361978136014,-0.8787869904177656,-0.8519867089026583,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,6,45,1,querer,1263949,NA,NA,0,Canonical,robar,28182,Mood,Subjunctive,B,[+F/–F],10,44,0.9313361978136014,1.5255761720257477,-0.9961448898460377,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,11,48,1,desear,148807,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,C,[–F/+F],10,44,0.9313361978136014,-0.7548944700832356,0.38465323533522366,0.5510880119530236,-0.2794188009246368
SBC10,64,Female,Comparison,NA,50,0,28,28,40,10,47,22,22,B,1,50,1,esperar,1409514,NA,NA,1,Canonical,dejar,696519,Mood,Subjunctive,A,[+F/+F],10,44,0.9313361978136014,1.8232572826095066,0.9323614088620102,0.5510880119530236,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,1,1,1,esperar,1409514,NA,NA,1,Canonical,dejar,696519,Mood,Subjunctive,A,[+F/+F],11,46,1.1695849926031274,1.8232572826095066,0.9323614088620102,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,11,3,1,desear,148807,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,C,[–F/+F],11,46,1.1695849926031274,-0.7548944700832356,0.38465323533522366,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,6,6,1,querer,1263949,NA,NA,0,Canonical,robar,28182,Mood,Subjunctive,B,[+F/–F],11,46,1.1695849926031274,1.5255761720257477,-0.9961448898460377,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,16,8,1,sugerir,88224,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,D,[–F/–F],11,46,1.1695849926031274,-0.8787869904177656,-0.8519867089026583,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,2,11,1,pedir,432187,NA,NA,0,Canonical,quedar,947469,Mood,Subjunctive,A,[+F/+F],11,46,1.1695849926031274,-0.1753810354167594,1.6564851004439285,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,12,13,1,sugerir,88224,NA,NA,0,Canonical,dejar,696519,Mood,Subjunctive,C,[–F/+F],11,46,1.1695849926031274,-0.8787869904177656,0.9323614088620102,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,7,16,1,pedir,432187,NA,NA,0,Canonical,bailar,29935,Mood,Subjunctive,B,[+F/–F],11,46,1.1695849926031274,-0.1753810354167594,-0.9910865561885636,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,17,18,0,conseguir,129144,NA,NA,0,Canonical,atar,15876,Mood,Subjunctive,D,[–F/–F],11,46,1.1695849926031274,-0.7951053976922656,-1.03165421898972,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,3,21,1,permitir,935997,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,A,[+F/+F],11,46,1.1695849926031274,0.8549127874335384,1.134360033709592,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,13,23,0,valorar,113028,NA,NA,1,Canonical,quedar,947469,Mood,Subjunctive,C,[–F/+F],11,46,1.1695849926031274,-0.828062693595593,1.6564851004439285,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,8,26,1,permitir,935997,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,B,[+F/–F],11,46,1.1695849926031274,0.8549127874335384,-0.8519867089026583,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,18,28,1,desear,148807,NA,NA,1,Canonical,robar,28182,Mood,Subjunctive,D,[–F/–F],11,46,1.1695849926031274,-0.7548944700832356,-0.9961448898460377,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,4,31,0,querer,1263949,NA,NA,0,Canonical,tratar,590952,Mood,Subjunctive,A,[+F/+F],11,46,1.1695849926031274,1.5255761720257477,0.627744689399056,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,14,33,1,ordenar,65158,NA,NA,1,Canonical,tratar,590952,Mood,Subjunctive,C,[–F/+F],11,46,1.1695849926031274,-0.9259570690542853,0.627744689399056,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,9,36,1,necesitar,593469,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,B,[+F/–F],11,46,1.1695849926031274,0.1544414141911121,-0.8647320938228309,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,19,38,0,valorar,113028,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,D,[–F/–F],11,46,1.1695849926031274,-0.828062693595593,-0.8647320938228309,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,5,41,1,necesitar,593469,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,A,[+F/+F],11,46,1.1695849926031274,0.1544414141911121,0.38465323533522366,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,15,43,1,conseguir,129144,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,C,[–F/+F],11,46,1.1695849926031274,-0.7951053976922656,1.134360033709592,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,10,46,1,esperar,1409514,NA,NA,1,Canonical,atar,15876,Mood,Subjunctive,B,[+F/–F],11,46,1.1695849926031274,1.8232572826095066,-1.03165421898972,0.9184800199217059,-0.2794188009246368
SBC11,79,Female,Comparison,NA,51,0,32,32,40,10,47,23,23,A,20,48,1,ordenar,65158,NA,NA,1,Canonical,bailar,29935,Mood,Subjunctive,D,[–F/–F],11,46,1.1695849926031274,-0.9259570690542853,-0.9910865561885636,0.9184800199217059,-0.2794188009246368
