Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,LF_Main,TF_Main,Syntax_Main,VolScore_Main,SubVerb,LF_Sub,Morpheme,Property,Condition,Condition_Exp,Participant,FofA,LF,FofA_Std,LF_Main_Std,LF_Sub_Std,LF_Std,LOR_Std,DELE_Std
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,8,25,1,permitir,935997,0,Canonical,NA,viajar,78141,Mood,Subjunctive,B,[+F/–F],2,25,1014138,-0.016907849584027607,0.8554148133157874,-0.8544778802845326,0.2074810490431781,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,13,28,1,valorar,113028,1,Canonical,NA,quedar,947469,Mood,Subjunctive,C,[–F/+F],2,25,1060497,-0.016907849584027607,-0.8296280154667697,1.6577826825757238,0.28625561077694756,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,3,30,1,permitir,935997,0,Canonical,NA,enviar,766523,Mood,Subjunctive,A,[+F/+F],2,25,1702520,-0.016907849584027607,0.8554148133157874,1.1348690069466032,1.3771997736795094,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,17,33,1,conseguir,129144,0,Canonical,NA,atar,15876,Mood,Subjunctive,D,[–F/–F],2,25,145020,-0.016907849584027607,-0.7966302351996397,-1.0344167571486091,-1.2693495457697006,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,7,35,1,pedir,432187,0,Canonical,NA,bailar,29935,Mood,Subjunctive,B,[+F/–F],2,25,462122,-0.016907849584027607,-0.17614461063449519,-0.9937878216337604,-0.7305206004753292,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,12,38,1,sugerir,88224,0,Canonical,NA,dejar,696519,Mood,Subjunctive,C,[–F/+F],2,25,784743,-0.016907849584027607,-0.8804146214326354,0.9325652867829028,-0.18231360979152592,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,2,40,1,pedir,432187,0,Canonical,NA,quedar,947469,Mood,Subjunctive,A,[+F/+F],2,25,1379656,-0.016907849584027607,-0.17614461063449519,1.6577826825757238,0.8285798703249991,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,16,43,1,sugerir,88224,0,Canonical,NA,viajar,78141,Mood,Subjunctive,D,[–F/–F],2,25,166365,-0.016907849584027607,-0.8804146214326354,-0.8544778802845326,-1.233079500682289,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,6,45,1,querer,1263949,0,Canonical,NA,robar,28182,Mood,Subjunctive,B,[+F/–F],2,25,1292131,-0.016907849584027607,1.5269020331076593,-0.9988537953130783,0.6798548435610877,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,11,48,1,desear,148807,1,Canonical,NA,tomar,506707,Mood,Subjunctive,C,[–F/+F],2,25,655514,-0.016907849584027607,-0.7563699129489213,0.3840298640683107,-0.4019032868400665,-0.5778235584850199,-1.9814780545562192
L2L02,40,Female,L2 Learner,NA,18,0,10,0,30,0,26,11,14,B,1,50,1,esperar,1409514,1,Canonical,NA,dejar,696519,Mood,Subjunctive,A,[+F/+F],2,25,2106033,-0.016907849584027607,1.8249488117490575,0.9325652867829028,2.062860804523111,-0.5778235584850199,-1.9814780545562192
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,1,1,0,esperar,1409514,1,Canonical,NA,dejar,696519,Mood,Subjunctive,A,[+F/+F],2,14,2106033,-0.9489411173318087,1.8249488117490575,0.9325652867829028,2.062860804523111,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,11,3,0,desear,148807,1,Canonical,NA,tomar,506707,Mood,Subjunctive,C,[–F/+F],2,14,655514,-0.9489411173318087,-0.7563699129489213,0.3840298640683107,-0.4019032868400665,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,6,6,0,querer,1263949,0,Canonical,NA,robar,28182,Mood,Subjunctive,B,[+F/–F],2,14,1292131,-0.9489411173318087,1.5269020331076593,-0.9988537953130783,0.6798548435610877,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,16,8,0,sugerir,88224,0,Canonical,NA,viajar,78141,Mood,Subjunctive,D,[–F/–F],2,14,166365,-0.9489411173318087,-0.8804146214326354,-0.8544778802845326,-1.233079500682289,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,2,11,0,pedir,432187,0,Canonical,NA,quedar,947469,Mood,Subjunctive,A,[+F/+F],2,14,1379656,-0.9489411173318087,-0.17614461063449519,1.6577826825757238,0.8285798703249991,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,12,13,0,sugerir,88224,0,Canonical,NA,dejar,696519,Mood,Subjunctive,C,[–F/+F],2,14,784743,-0.9489411173318087,-0.8804146214326354,0.9325652867829028,-0.18231360979152592,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,7,16,0,pedir,432187,0,Canonical,NA,bailar,29935,Mood,Subjunctive,B,[+F/–F],2,14,462122,-0.9489411173318087,-0.17614461063449519,-0.9937878216337604,-0.7305206004753292,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,17,18,0,conseguir,129144,0,Canonical,NA,atar,15876,Mood,Subjunctive,D,[–F/–F],2,14,145020,-0.9489411173318087,-0.7966302351996397,-1.0344167571486091,-1.2693495457697006,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,3,21,1,permitir,935997,0,Canonical,NA,enviar,766523,Mood,Subjunctive,A,[+F/+F],2,14,1702520,-0.9489411173318087,0.8554148133157874,1.1348690069466032,1.3771997736795094,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,13,23,0,valorar,113028,1,Canonical,NA,quedar,947469,Mood,Subjunctive,C,[–F/+F],2,14,1060497,-0.9489411173318087,-0.8296280154667697,1.6577826825757238,0.28625561077694756,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,8,26,0,permitir,935997,0,Canonical,NA,viajar,78141,Mood,Subjunctive,B,[+F/–F],2,14,1014138,-0.9489411173318087,0.8554148133157874,-0.8544778802845326,0.2074810490431781,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,18,28,0,desear,148807,1,Canonical,NA,robar,28182,Mood,Subjunctive,D,[–F/–F],2,14,176989,-0.9489411173318087,-0.7563699129489213,-0.9988537953130783,-1.215026890749815,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,4,31,0,querer,1263949,0,Canonical,NA,tratar,590952,Mood,Subjunctive,A,[+F/+F],2,14,1854901,-0.9489411173318087,1.5269020331076593,0.6274884793644501,1.6361300027947518,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,14,33,0,ordenar,65158,1,Canonical,NA,tratar,590952,Mood,Subjunctive,C,[–F/+F],2,14,656110,-0.9489411173318087,-0.9276426432520459,0.6274884793644501,-0.4008905462979209,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,9,36,0,necesitar,593469,1,Canonical,NA,prestar,73724,Mood,Subjunctive,B,[+F/–F],2,14,667193,-0.9489411173318087,0.15408298908275828,-0.8672425156191287,-0.38205799020966696,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,19,38,0,valorar,113028,1,Canonical,NA,prestar,73724,Mood,Subjunctive,D,[–F/–F],2,14,186752,-0.9489411173318087,-0.8296280154667697,-0.8672425156191287,-1.1984373170703397,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,5,41,0,necesitar,593469,1,Canonical,NA,tomar,506707,Mood,Subjunctive,A,[+F/+F],2,14,1100176,-0.9489411173318087,0.15408298908275828,0.3840298640683107,0.3536793221390183,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,15,43,0,conseguir,129144,0,Canonical,NA,enviar,766523,Mood,Subjunctive,C,[–F/+F],2,14,895667,-0.9489411173318087,-0.7966302351996397,1.1348690069466032,0.006171678626184616,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,10,46,0,esperar,1409514,1,Canonical,NA,atar,15876,Mood,Subjunctive,B,[+F/–F],2,14,1425390,-0.9489411173318087,1.8249488117490575,-1.0344167571486091,0.9062924138727938,-0.5778235584850199,-0.5800180159696896
L2L03,42,Female,L2 Learner,NA,25,9,0,0,30,NA,36,5,9,A,20,48,0,ordenar,65158,1,Canonical,NA,bailar,29935,Mood,Subjunctive,D,[–F/–F],2,14,95093,-0.9489411173318087,-0.9276426432520459,-0.9937878216337604,-1.354186956923563,-0.5778235584850199,-0.5800180159696896
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,20,3,1,ordenar,65158,1,Canonical,NA,bailar,29935,Mood,Subjunctive,D,[–F/–F],2,30,95093,0.4067436357558729,-0.9276426432520459,-0.9937878216337604,-1.354186956923563,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,10,5,1,esperar,1409514,1,Canonical,NA,atar,15876,Mood,Subjunctive,B,[+F/–F],2,30,1425390,0.4067436357558729,1.8249488117490575,-1.0344167571486091,0.9062924138727938,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,15,8,1,conseguir,129144,0,Canonical,NA,enviar,766523,Mood,Subjunctive,C,[–F/+F],2,30,895667,0.4067436357558729,-0.7966302351996397,1.1348690069466032,0.006171678626184616,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,5,10,1,necesitar,593469,1,Canonical,NA,tomar,506707,Mood,Subjunctive,A,[+F/+F],2,30,1100176,0.4067436357558729,0.15408298908275828,0.3840298640683107,0.3536793221390183,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,19,13,1,valorar,113028,1,Canonical,NA,prestar,73724,Mood,Subjunctive,D,[–F/–F],2,30,186752,0.4067436357558729,-0.8296280154667697,-0.8672425156191287,-1.1984373170703397,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,9,15,1,necesitar,593469,1,Canonical,NA,prestar,73724,Mood,Subjunctive,B,[+F/–F],2,30,667193,0.4067436357558729,0.15408298908275828,-0.8672425156191287,-0.38205799020966696,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,14,18,1,ordenar,65158,1,Canonical,NA,tratar,590952,Mood,Subjunctive,C,[–F/+F],2,30,656110,0.4067436357558729,-0.9276426432520459,0.6274884793644501,-0.4008905462979209,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,4,20,1,querer,1263949,0,Canonical,NA,tratar,590952,Mood,Subjunctive,A,[+F/+F],2,30,1854901,0.4067436357558729,1.5269020331076593,0.6274884793644501,1.6361300027947518,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,18,23,1,desear,148807,1,Canonical,NA,robar,28182,Mood,Subjunctive,D,[–F/–F],2,30,176989,0.4067436357558729,-0.7563699129489213,-0.9988537953130783,-1.215026890749815,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,8,25,1,permitir,935997,0,Canonical,NA,viajar,78141,Mood,Subjunctive,B,[+F/–F],2,30,1014138,0.4067436357558729,0.8554148133157874,-0.8544778802845326,0.2074810490431781,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,13,28,1,valorar,113028,1,Canonical,NA,quedar,947469,Mood,Subjunctive,C,[–F/+F],2,30,1060497,0.4067436357558729,-0.8296280154667697,1.6577826825757238,0.28625561077694756,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,3,30,1,permitir,935997,0,Canonical,NA,enviar,766523,Mood,Subjunctive,A,[+F/+F],2,30,1702520,0.4067436357558729,0.8554148133157874,1.1348690069466032,1.3771997736795094,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,17,33,1,conseguir,129144,0,Canonical,NA,atar,15876,Mood,Subjunctive,D,[–F/–F],2,30,145020,0.4067436357558729,-0.7966302351996397,-1.0344167571486091,-1.2693495457697006,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,7,35,1,pedir,432187,0,Canonical,NA,bailar,29935,Mood,Subjunctive,B,[+F/–F],2,30,462122,0.4067436357558729,-0.17614461063449519,-0.9937878216337604,-0.7305206004753292,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,12,38,1,sugerir,88224,0,Canonical,NA,dejar,696519,Mood,Subjunctive,C,[–F/+F],2,30,784743,0.4067436357558729,-0.8804146214326354,0.9325652867829028,-0.18231360979152592,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,2,40,1,pedir,432187,0,Canonical,NA,quedar,947469,Mood,Subjunctive,A,[+F/+F],2,30,1379656,0.4067436357558729,-0.17614461063449519,1.6577826825757238,0.8285798703249991,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,16,43,1,sugerir,88224,0,Canonical,NA,viajar,78141,Mood,Subjunctive,D,[–F/–F],2,30,166365,0.4067436357558729,-0.8804146214326354,-0.8544778802845326,-1.233079500682289,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,6,45,1,querer,1263949,0,Canonical,NA,robar,28182,Mood,Subjunctive,B,[+F/–F],2,30,1292131,0.4067436357558729,1.5269020331076593,-0.9988537953130783,0.6798548435610877,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,11,48,1,desear,148807,1,Canonical,NA,tomar,506707,Mood,Subjunctive,C,[–F/+F],2,30,655514,0.4067436357558729,-0.7563699129489213,0.3840298640683107,-0.4019032868400665,-0.45291211517907015,1.2418800341927987
L2L04,33,Male,L2 Learner,NA,25,9,0,1.33,37,0,49,14,16,B,1,50,1,esperar,1409514,1,Canonical,NA,dejar,696519,Mood,Subjunctive,A,[+F/+F],2,30,2106033,0.4067436357558729,1.8249488117490575,0.9325652867829028,2.062860804523111,-0.45291211517907015,1.2418800341927987
L2L05,47,Male,L2 Learner,NA,20,14,0,0,31,3,39,10,10,B,20,3,0,ordenar,65158,1,Canonical,NA,bailar,29935,Mood,Subjunctive,D,[–F/–F],2,20,95093,-0.4405593349239281,-0.9276426432520459,-0.9937878216337604,-1.354186956923563,-0.5778235584850199,-0.15958000439373077
L2L05,47,Male,L2 Learner,NA,20,14,0,0,31,3,39,10,10,B,10,5,1,esperar,1409514,1,Canonical,NA,atar,15876,Mood,Subjunctive,B,[+F/–F],2,20,1425390,-0.4405593349239281,1.8249488117490575,-1.0344167571486091,0.9062924138727938,-0.5778235584850199,-0.15958000439373077
L2L05,47,Male,L2 Learner,NA,20,14,0,0,31,3,39,10,10,B,15,8,0,conseguir,129144,0,Canonical,NA,enviar,766523,Mood,Subjunctive,C,[–F/+F],2,20,895667,-0.4405593349239281,-0.7966302351996397,1.1348690069466032,0.006171678626184616,-0.5778235584850199,-0.15958000439373077
L2L05,47,Male,L2 Learner,NA,20,14,0,0,31,3,39,10,10,B,5,10,1,necesitar,593469,1,Canonical,NA,tomar,506707,Mood,Subjunctive,A,[+F/+F],2,20,1100176,-0.4405593349239281,0.15408298908275828,0.3840298640683107,0.3536793221390183,-0.5778235584850199,-0.15958000439373077
L2L05,47,Male,L2 Learner,NA,20,14,0,0,31,3,39,10,10,B,19,13,0,valorar,113028,1,Canonical,NA,prestar,73724,Mood,Subjunctive,D,[–F/–F],2,20,186752,-0.4405593349239281,-0.8296280154667697,-0.8672425156191287,-1.1984373170703397,-0.5778235584850199,-0.15958000439373077
L2L05,47,Male,L2 Learner,NA,20,14,0,0,31,3,39,10,10,B,9,15,0,necesitar,593469,1,Canonical,NA,prestar,73724,Mood,Subjunctive,B,[+F/–F],2,20,667193,-0.4405593349239281,0.15408298908275828,-0.8672425156191287,-0.38205799020966696,-0.5778235584850199,-0.15958000439373077
